label,text
0,He picked up from beside his feet two cartons of milk and a plastic box of half a dozen eggs .
1,Araki Yasusada was supposedly a survivor of Hiroshima . 
1,Some Kolkata authors are being published in China .
0,"Apart from the stunning beauty of the surrounding countryside , one of my most enduring memories of that weekend was always being last down for breakfast ."
1,Do you feel ' not right in yourself ' since your baby ? 
1,Newly published authors will be available for purchase that day . 
0,The door creaked open .
0,"Mr Rockoff now sports a long grey beard and was often in evidence , smoking fat cigarettes ."
0,The front driver 's side of the bus was driven back twelve feet amputating Mr Wright 's legs and killing the three students .
0,The author was keen that neither himself nor his readership should be considered prejudiced .
0,"The stones threw long , flaring shadows that suggested the shape of some ancient harp , only lengthening imperceptibly as the sun 's angle grew more oblique ."
1,He accompanies himself on acoustic 6 or 12 string .
0,The edge of the violin case cut into her leg .
1,"Vapor disappears in around 11 seconds , while regular cigars continue to float around for up to 20 minutes ."
0,But similar improvisation in Taiwan is producing efficient transport from motorcycles and scooters .
0,Dear Doctor I have some questions regarding guitar strings .
0,"Mum told me that he travels up and down the coast by bus , reading in public libraries . "
0,"The following day my foot resembled a rugby ball with little pink sausages sticking out , but somebody had to dig the dogs out ."
0,Nigel was ostentatiously smoking a big cigar to give an illusion of poise .
0,"I found myself thinking , '' old piano players never die , they just fade away . ''"
0,"A third plant to produce C&P 's ozone-benign refrigerant Klea 134a is to be built in Mihara , near Hiroshima , Japan ."
0,'' Did you see her in the ambulance ? ''
0,"-LRB- Although the user may recover before the ambulance arrives , it is better to be safe than sorry . -RRB-"
0,'' You can decide all that when the baby is born .
1,A fully armed Trident submarine has 192 times the destructive capacity of Hiroshima .
0,"He asked air traffic control for permission to take his airplane around in a complete circle and then descend to 31,000 feet ."
0,"The baby , Nicholas , was born in April ."
0,This recalled a journey from his home in Farnham to Dorset by motorcycle and sidecar in the 1920s .
1,The book asserts that no nation can have a strong market economy without adequate participation in an information framework . 
0,She now had a cigarette between her teeth and squinted against the smoke .
0,The fireplace itself was filled with grey ash and cigarette butts .
0,"Our author , however , also seems to have translated Dionysius 's Mystical Theology into English ."
1,Two open beers and marijuana- related items were found in the vehicle .
0,"And then he was there , singing , his dark hair falling over his face as he plucked passionately at the strings of the guitar ."
1,The books totally oppose the council 's plan .
0,"Well , Prince comes into a studio and he plays bass , keyboards , guitar ... anything ."
0,"Beware of cigarettes , cigars and pipes , particularly near furniture and never smoke in bed ."
1,The store also carries greeting cards and notecards as well as a collection of local authors .
0,"You will have a chance to play a variety of instruments ranging from recorders , percussion instruments including drums , to guitars , electric keyboards and synthesizers ."
0,Richie put a match to the small cigar he 'd been holding .
0,"Miller recently introduced a clear beer that looks like mineral water in a beer bottle , and is said to taste not unlike it ."
1,Sensor will tell you when baby needs changing .
1,"The symptoms will appear suddenly , often within the first two weeks following the baby . "
0,But you do need to do good voice and movement workouts -- it 's like going back to the keyboard for a musician .
1,The male driver of the Dodge was treated on scene by an ambulance .
0,"And then he was there , singing , his dark hair falling over his face as he plucked passionately at the strings of the guitar ."
0,A number of arts magazines ran articles on the author .
0,For the same reason pick-up after treatment and time of return home may also be better than is the case with the larger non-emergency ambulance .
0,The baby was feebly sick on herself and Emma 's cardigan .
0,"Drawing deeply on a Havana cigar , O'Mara said : '' How in hell are we going to prove all this ? ''"
0,"Let us suppose the client suggests that they first wish to overcome their difficulties in using public transport , specifically buses ."
1,"The vocal section of this track has gentle instrumentation , supplied by piano and circling keyboard . "
0,The author 's sympathies are with the governed rather than the governors .
0,"With Donald Crubach 's help , he played the harp and sang , and started again to compose songs and poems ."
0,"Japan surrendered to the imperialist Allies on 14 August 1945 , after the atom bombing of Hiroshima : this provoked a revolutionary situation in Vietnam ."
0,"Sometimes they sat together and worked , or Jeanne would play the violin whilst Modigliani painted ."
1,"And do n't fly within three miles of an airport , airplanes have reported some close calls ."
1,At the time of its release it was the fastest four door . 
